Date	Data	Err-	Err+
1900-09-01	-0.1929	0.0934	0.0934
1900-10-01	-0.0578	0.0868	0.0868
1900-11-01	-0.2571	0.0837	0.0837
1900-12-01	-0.2132	0.0929	0.0929
1901-01-01	-0.2640	0.0795	0.0795
1901-02-01	-0.2584	0.0769	0.0769
1901-03-01	-0.1798	0.0782	0.0782
1901-04-01	-0.1648	0.0863	0.0863
1901-05-01	-0.2345	0.0965	0.0965
1901-06-01	-0.2560	0.0967	0.0967
1901-07-01	-0.3458	0.0927	0.0927
1901-08-01	-0.2114	0.1076	0.1076
1901-09-01	-0.3562	0.0887	0.0887
1901-10-01	-0.3356	0.0862	0.0862
1901-11-01	-0.3737	0.0796	0.0796
1901-12-01	-0.4657	0.0850	0.0850
1902-01-01	-0.4251	0.0772	0.0772
1902-02-01	-0.2241	0.0741	0.0741
1902-03-01	-0.4558	0.0768	0.0768
1902-04-01	-0.4443	0.0834	0.0834
1902-05-01	-0.4346	0.0986	0.0986
1902-06-01	-0.4501	0.0965	0.0965
1902-07-01	-0.4109	0.0886	0.0886
1902-08-01	-0.4305	0.1019	0.1019
1902-09-01	-0.3731	0.0890	0.0890
1902-10-01	-0.4973	0.0854	0.0854
1902-11-01	-0.5539	0.0803	0.0803
1902-12-01	-0.5490	0.0876	0.0876
1903-01-01	-0.4225	0.0750	0.0750
1903-02-01	-0.2346	0.0691	0.0691
1903-03-01	-0.4061	0.0707	0.0707
1903-04-01	-0.5899	0.0801	0.0801
1903-05-01	-0.5138	0.0918	0.0918
1903-06-01	-0.5495	0.0913	0.0913
1903-07-01	-0.5112	0.0855	0.0855
1903-08-01	-0.6107	0.1054	0.1054
1903-09-01	-0.5712	0.0871	0.0871
1903-10-01	-0.6738	0.0789	0.0789
1903-11-01	-0.6311	0.0763	0.0763
1903-12-01	-0.7082	0.0811	0.0811
1904-01-01	-0.7970	0.0747	0.0747
1904-02-01	-0.7668	0.0765	0.0765
1904-03-01	-0.6939	0.0735	0.0735
1904-04-01	-0.6450	0.0843	0.0843
1904-05-01	-0.6114	0.0887	0.0887
1904-06-01	-0.5688	0.0932	0.0932
1904-07-01	-0.5590	0.0859	0.0859
1904-08-01	-0.4841	0.1033	0.1033
1904-09-01	-0.6004	0.0904	0.0904
1904-10-01	-0.5525	0.0812	0.0812
1904-11-01	-0.3920	0.0763	0.0763
1904-12-01	-0.4938	0.0882	0.0882
1905-01-01	-0.4566	0.0737	0.0737
1905-02-01	-0.7155	0.0734	0.0734
1905-03-01	-0.5189	0.0702	0.0702
1905-04-01	-0.5584	0.0783	0.0783
1905-05-01	-0.4342	0.0879	0.0879
1905-06-01	-0.3448	0.0899	0.0899
1905-07-01	-0.3760	0.0811	0.0811
1905-08-01	-0.3059	0.1033	0.1033
1905-09-01	-0.3469	0.0834	0.0834
1905-10-01	-0.3344	0.0763	0.0763
1905-11-01	-0.2154	0.0712	0.0712
1905-12-01	-0.2644	0.0865	0.0865
1906-01-01	-0.2845	0.0738	0.0738
1906-02-01	-0.3769	0.0672	0.0672
1906-03-01	-0.2816	0.0726	0.0726
1906-04-01	-0.1003	0.0779	0.0779
1906-05-01	-0.3723	0.0875	0.0875
1906-06-01	-0.2292	0.0911	0.0911
1906-07-01	-0.3464	0.0868	0.0868
1906-08-01	-0.2724	0.1040	0.1040
1906-09-01	-0.3523	0.0867	0.0867
1906-10-01	-0.3203	0.0761	0.0761
1906-11-01	-0.5309	0.0732	0.0732
1906-12-01	-0.3174	0.0802	0.0802
1907-01-01	-0.5162	0.0696	0.0696
1907-02-01	-0.6154	0.0720	0.0720
1907-03-01	-0.4271	0.0714	0.0714
1907-04-01	-0.4717	0.0793	0.0793
1907-05-01	-0.6375	0.0856	0.0856
1907-06-01	-0.5387	0.0905	0.0905
1907-07-01	-0.4312	0.0849	0.0849
1907-08-01	-0.4927	0.1055	0.1055
1907-09-01	-0.4001	0.0834	0.0834
1907-10-01	-0.3322	0.0738	0.0738
1907-11-01	-0.5483	0.0727	0.0727
1907-12-01	-0.5827	0.0896	0.0896
1908-01-01	-0.4519	0.0716	0.0716
1908-02-01	-0.4059	0.0715	0.0715
1908-03-01	-0.6967	0.0686	0.0686
1908-04-01	-0.5814	0.0762	0.0762
1908-05-01	-0.4379	0.0910	0.0910
1908-06-01	-0.4091	0.0952	0.0952
1908-07-01	-0.3959	0.0833	0.0833
1908-08-01	-0.4810	0.1076	0.1076
1908-09-01	-0.3833	0.0844	0.0844
1908-10-01	-0.5677	0.0728	0.0728
1908-11-01	-0.6378	0.0682	0.0682
1908-12-01	-0.6301	0.0795	0.0795
1909-01-01	-0.7548	0.0652	0.0652
1909-02-01	-0.5330	0.0669	0.0669
1909-03-01	-0.6513	0.0663	0.0663
1909-04-01	-0.6305	0.0737	0.0737
1909-05-01	-0.5889	0.0874	0.0874
1909-06-01	-0.5069	0.0923	0.0923
1909-07-01	-0.5279	0.0798	0.0798
1909-08-01	-0.3285	0.1031	0.1031
1909-09-01	-0.4074	0.0807	0.0807
1909-10-01	-0.4896	0.0713	0.0713
1909-11-01	-0.3843	0.0676	0.0676
1909-12-01	-0.5918	0.0759	0.0759
1910-01-01	-0.4175	0.0672	0.0672
1910-02-01	-0.5049	0.0667	0.0667
1910-03-01	-0.6018	0.0710	0.0710
1910-04-01	-0.5250	0.0737	0.0737
1910-05-01	-0.5231	0.0867	0.0867
1910-06-01	-0.5523	0.0901	0.0901
1910-07-01	-0.4421	0.0812	0.0812
1910-08-01	-0.3908	0.1055	0.1055
1910-09-01	-0.4176	0.0823	0.0823
1910-10-01	-0.4773	0.0713	0.0713
1910-11-01	-0.6680	0.0664	0.0664
1910-12-01	-0.7446	0.0767	0.0767
1911-01-01	-0.6563	0.0615	0.0615
1911-02-01	-0.7064	0.0611	0.0611
1911-03-01	-0.7647	0.0612	0.0612
1911-04-01	-0.6419	0.0746	0.0746
1911-05-01	-0.6415	0.0839	0.0839
1911-06-01	-0.5603	0.0903	0.0903
1911-07-01	-0.4970	0.0840	0.0840
1911-08-01	-0.5100	0.1023	0.1023
1911-09-01	-0.5010	0.0867	0.0867
1911-10-01	-0.3521	0.0680	0.0680
1911-11-01	-0.3435	0.0664	0.0664
1911-12-01	-0.3029	0.0771	0.0771
1912-01-01	-0.3261	0.0615	0.0615
1912-02-01	-0.3123	0.0582	0.0582
1912-03-01	-0.5568	0.0597	0.0597
1912-04-01	-0.3377	0.0730	0.0730
1912-05-01	-0.3353	0.0801	0.0801
1912-06-01	-0.2903	0.0856	0.0856
1912-07-01	-0.5103	0.0765	0.0765
1912-08-01	-0.5803	0.1013	0.1013
1912-09-01	-0.6464	0.0785	0.0785
1912-10-01	-0.6850	0.0663	0.0663
1912-11-01	-0.5564	0.0631	0.0631
1912-12-01	-0.5769	0.0732	0.0732
1913-01-01	-0.5463	0.0649	0.0649
1913-02-01	-0.5396	0.0602	0.0602
1913-03-01	-0.6011	0.0615	0.0615
1913-04-01	-0.5226	0.0770	0.0770
1913-05-01	-0.5475	0.0826	0.0826
1913-06-01	-0.5460	0.0905	0.0905
1913-07-01	-0.4873	0.0815	0.0815
1913-08-01	-0.3997	0.1008	0.1008
1913-09-01	-0.4183	0.0792	0.0792
1913-10-01	-0.4422	0.0697	0.0697
1913-11-01	-0.3615	0.0645	0.0645
1913-12-01	-0.1501	0.0744	0.0744
1914-01-01	-0.0708	0.0620	0.0620
1914-02-01	-0.2555	0.0614	0.0614
1914-03-01	-0.3918	0.0624	0.0624
1914-04-01	-0.4009	0.0693	0.0693
1914-05-01	-0.3085	0.0803	0.0803
1914-06-01	-0.3109	0.0880	0.0880
1914-07-01	-0.2979	0.0805	0.0805
1914-08-01	-0.2454	0.1028	0.1028
1914-09-01	-0.3025	0.0894	0.0894
1914-10-01	-0.1100	0.0732	0.0732
1914-11-01	-0.1815	0.0681	0.0681
1914-12-01	-0.2378	0.0735	0.0735
1915-01-01	-0.2835	0.0714	0.0714
1915-02-01	-0.2134	0.0704	0.0704
1915-03-01	-0.1953	0.0739	0.0739
1915-04-01	-0.0856	0.0766	0.0766
1915-05-01	-0.1768	0.0938	0.0938
1915-06-01	-0.1744	0.0964	0.0964
1915-07-01	-0.1767	0.0909	0.0909
1915-08-01	-0.0641	0.1102	0.1102
1915-09-01	-0.1123	0.0847	0.0847
1915-10-01	-0.2824	0.0762	0.0762
1915-11-01	-0.1699	0.0687	0.0687
1915-12-01	-0.3525	0.0684	0.0684
1916-01-01	-0.3361	0.0665	0.0665
1916-02-01	-0.2649	0.0694	0.0694
1916-03-01	-0.4351	0.0673	0.0673
1916-04-01	-0.3806	0.0791	0.0791
1916-05-01	-0.4266	0.0988	0.0988
1916-06-01	-0.4979	0.0999	0.0999
1916-07-01	-0.3863	0.0934	0.0934
1916-08-01	-0.2966	0.1066	0.1066
1916-09-01	-0.3252	0.0855	0.0855
1916-10-01	-0.3724	0.0770	0.0770
1916-11-01	-0.5094	0.0680	0.0680
1916-12-01	-0.8117	0.0697	0.0697
1917-01-01	-0.6917	0.0718	0.0718
1917-02-01	-0.7163	0.0769	0.0769
1917-03-01	-0.7805	0.0714	0.0714
1917-04-01	-0.5436	0.0826	0.0826
1917-05-01	-0.6406	0.0966	0.0966
1917-06-01	-0.4784	0.1027	0.1027
1917-07-01	-0.2575	0.0963	0.0963
1917-08-01	-0.3389	0.1225	0.1225
1917-09-01	-0.3034	0.0889	0.0889
1917-10-01	-0.5334	0.0781	0.0781
1917-11-01	-0.4550	0.0698	0.0698
1917-12-01	-0.7875	0.0831	0.0831
1918-01-01	-0.5188	0.0780	0.0780
1918-02-01	-0.6766	0.0762	0.0762
1918-03-01	-0.5822	0.0779	0.0779
1918-04-01	-0.6267	0.0888	0.0888
1918-05-01	-0.5273	0.1073	0.1073
1918-06-01	-0.3892	0.1051	0.1051
1918-07-01	-0.3706	0.0917	0.0917
1918-08-01	-0.4441	0.1142	0.1142
1918-09-01	-0.2743	0.0939	0.0939
1918-10-01	-0.1172	0.0881	0.0881
1918-11-01	-0.1686	0.0871	0.0871
1918-12-01	-0.4169	0.0838	0.0838
1919-01-01	-0.2429	0.0858	0.0858
1919-02-01	-0.2359	0.0788	0.0788
1919-03-01	-0.3936	0.0880	0.0880
1919-04-01	-0.2093	0.0954	0.0954
1919-05-01	-0.3125	0.1021	0.1021
1919-06-01	-0.3695	0.0979	0.0979
1919-07-01	-0.3206	0.0983	0.0983
1919-08-01	-0.2578	0.1164	0.1164
1919-09-01	-0.2943	0.0886	0.0886
1919-10-01	-0.2724	0.0855	0.0855
1919-11-01	-0.5610	0.0722	0.0722
1919-12-01	-0.5190	0.0778	0.0778
1920-01-01	-0.2755	0.0800	0.0800
1920-02-01	-0.5446	0.0675	0.0675
1920-03-01	-0.1686	0.0778	0.0778
1920-04-01	-0.3418	0.0914	0.0914
1920-05-01	-0.2598	0.0987	0.0987
1920-06-01	-0.2526	0.1028	0.1028
1920-07-01	-0.3184	0.0929	0.0929
1920-08-01	-0.2337	0.1110	0.1110
1920-09-01	-0.2052	0.0894	0.0894
1920-10-01	-0.2222	0.0764	0.0764
1920-11-01	-0.3387	0.0795	0.0795
1920-12-01	-0.4916	0.0724	0.0724
1921-01-01	-0.2301	0.0693	0.0693
1921-02-01	-0.2953	0.0674	0.0674
1921-03-01	-0.3482	0.0690	0.0690
1921-04-01	-0.2941	0.0801	0.0801
1921-05-01	-0.3004	0.0907	0.0907
1921-06-01	-0.1594	0.0969	0.0969
1921-07-01	-0.1521	0.0914	0.0914
1921-08-01	-0.3168	0.1061	0.1061
1921-09-01	-0.1971	0.0847	0.0847
1921-10-01	-0.1293	0.0737	0.0737
1921-11-01	-0.1936	0.0653	0.0653
1921-12-01	-0.2804	0.0668	0.0668
1922-01-01	-0.4184	0.0649	0.0649
1922-02-01	-0.4057	0.0609	0.0609
1922-03-01	-0.3304	0.0672	0.0672
1922-04-01	-0.2948	0.0751	0.0751
1922-05-01	-0.4678	0.0875	0.0875
1922-06-01	-0.2967	0.0880	0.0880
1922-07-01	-0.2639	0.0842	0.0842
1922-08-01	-0.3540	0.1006	0.1006
1922-09-01	-0.3167	0.0811	0.0811
1922-10-01	-0.3473	0.0691	0.0691
1922-11-01	-0.2544	0.0586	0.0586
1922-12-01	-0.3075	0.0657	0.0657
1923-01-01	-0.4036	0.0615	0.0615
1923-02-01	-0.4884	0.0601	0.0601
1923-03-01	-0.4596	0.0602	0.0602
1923-04-01	-0.4076	0.0718	0.0718
1923-05-01	-0.4008	0.0843	0.0843
1923-06-01	-0.2600	0.0879	0.0879
1923-07-01	-0.4143	0.0804	0.0804
1923-08-01	-0.3212	0.1010	0.1010
1923-09-01	-0.3336	0.0808	0.0808
1923-10-01	-0.1685	0.0691	0.0691
1923-11-01	-0.0251	0.0604	0.0604
1923-12-01	-0.0919	0.0617	0.0617
1924-01-01	-0.3281	0.0628	0.0628
1924-02-01	-0.3097	0.0586	0.0586
1924-03-01	-0.1775	0.0609	0.0609
1924-04-01	-0.3380	0.0719	0.0719
1924-05-01	-0.2118	0.0827	0.0827
1924-06-01	-0.2697	0.0893	0.0893
1924-07-01	-0.2963	0.0758	0.0758
1924-08-01	-0.3136	0.1023	0.1023
1924-09-01	-0.3255	0.0813	0.0813
1924-10-01	-0.3591	0.0687	0.0687
1924-11-01	-0.2828	0.0597	0.0597
1924-12-01	-0.4900	0.0608	0.0608
1925-01-01	-0.4845	0.0634	0.0634
1925-02-01	-0.4742	0.0607	0.0607
1925-03-01	-0.3740	0.0617	0.0617
1925-04-01	-0.3008	0.0718	0.0718
1925-05-01	-0.3074	0.0891	0.0891
1925-06-01	-0.3401	0.0949	0.0949
1925-07-01	-0.3373	0.0772	0.0772
1925-08-01	-0.1661	0.1013	0.1013
1925-09-01	-0.2543	0.0833	0.0833
1925-10-01	-0.2828	0.0732	0.0732
1925-11-01	-0.0523	0.0599	0.0599
1925-12-01	0.0186	0.0628	0.0628
1926-01-01	0.0818	0.0659	0.0659
1926-02-01	-0.0368	0.0594	0.0594
1926-03-01	0.0212	0.0620	0.0620
1926-04-01	-0.1600	0.0761	0.0761
1926-05-01	-0.2666	0.0855	0.0855
1926-06-01	-0.1807	0.0888	0.0888
1926-07-01	-0.2092	0.0812	0.0812
1926-08-01	-0.1015	0.1049	0.1049
1926-09-01	-0.1179	0.0800	0.0800
1926-10-01	-0.0691	0.0696	0.0696
1926-11-01	-0.1098	0.0624	0.0624
1926-12-01	-0.3168	0.0635	0.0635
1927-01-01	-0.3099	0.0624	0.0624
1927-02-01	-0.2064	0.0555	0.0555
1927-03-01	-0.4084	0.0572	0.0572
1927-04-01	-0.3155	0.0694	0.0694
1927-05-01	-0.2315	0.0826	0.0826
1927-06-01	-0.2498	0.0889	0.0889
1927-07-01	-0.2109	0.0765	0.0765
1927-08-01	-0.2071	0.0985	0.0985
1927-09-01	-0.1089	0.0769	0.0769
1927-10-01	-0.0214	0.0702	0.0702
1927-11-01	-0.1204	0.0587	0.0587
1927-12-01	-0.3198	0.0609	0.0609
1928-01-01	-0.0248	0.0644	0.0644
1928-02-01	-0.1227	0.0640	0.0640
1928-03-01	-0.3181	0.0643	0.0643
1928-04-01	-0.2360	0.0719	0.0719
1928-05-01	-0.3022	0.0852	0.0852
1928-06-01	-0.3324	0.0858	0.0858
1928-07-01	-0.1904	0.0757	0.0757
1928-08-01	-0.1774	0.0981	0.0981
1928-09-01	-0.2067	0.0829	0.0829
1928-10-01	-0.1866	0.0688	0.0688
1928-11-01	-0.1723	0.0638	0.0638
1928-12-01	-0.2315	0.0624	0.0624
1929-01-01	-0.4341	0.0621	0.0621
1929-02-01	-0.6011	0.0607	0.0607
1929-03-01	-0.4851	0.0624	0.0624
1929-04-01	-0.4408	0.0738	0.0738
1929-05-01	-0.4348	0.0842	0.0842
1929-06-01	-0.4039	0.0870	0.0870
1929-07-01	-0.4356	0.0792	0.0792
1929-08-01	-0.2621	0.1030	0.1030
1929-09-01	-0.2734	0.0818	0.0818
1929-10-01	-0.2142	0.0694	0.0694
1929-11-01	-0.1371	0.0585	0.0585
1929-12-01	-0.5616	0.0613	0.0613
1930-01-01	-0.3582	0.0637	0.0637
1930-02-01	-0.3380	0.0596	0.0596
1930-03-01	-0.2442	0.0608	0.0608
1930-04-01	-0.2242	0.0712	0.0712
1930-05-01	-0.2469	0.0821	0.0821
1930-06-01	-0.1968	0.0881	0.0881
1930-07-01	-0.1798	0.0836	0.0836
1930-08-01	-0.0902	0.1026	0.1026
1930-09-01	-0.0928	0.0812	0.0812
1930-10-01	-0.0811	0.0669	0.0669
1930-11-01	0.0690	0.0612	0.0612
1930-12-01	-0.0553	0.0591	0.0591
1931-01-01	-0.1273	0.0635	0.0635
1931-02-01	-0.2538	0.0548	0.0548
1931-03-01	-0.1140	0.0602	0.0602
1931-04-01	-0.1813	0.0718	0.0718
1931-05-01	-0.2014	0.0828	0.0828
1931-06-01	-0.0233	0.0883	0.0883
1931-07-01	-0.0103	0.0835	0.0835
1931-08-01	-0.0356	0.1049	0.1049
1931-09-01	-0.0501	0.0774	0.0774
1931-10-01	-0.0225	0.0708	0.0708
1931-11-01	-0.1493	0.0577	0.0577
1931-12-01	-0.1010	0.0578	0.0578
1932-01-01	0.0702	0.0597	0.0597
1932-02-01	-0.1882	0.0556	0.0556
1932-03-01	-0.2011	0.0605	0.0605
1932-04-01	-0.0769	0.0668	0.0668
1932-05-01	-0.1672	0.0774	0.0774
1932-06-01	-0.2564	0.0823	0.0823
1932-07-01	-0.1337	0.0796	0.0796
1932-08-01	-0.1876	0.1017	0.1017
1932-09-01	-0.0026	0.0746	0.0746
1932-10-01	-0.0941	0.0684	0.0684
1932-11-01	-0.2959	0.0569	0.0569
1932-12-01	-0.2664	0.0578	0.0578
1933-01-01	-0.3241	0.0558	0.0558
1933-02-01	-0.3488	0.0525	0.0525
1933-03-01	-0.4006	0.0540	0.0540
1933-04-01	-0.3026	0.0671	0.0671
1933-05-01	-0.2909	0.0834	0.0834
1933-06-01	-0.3270	0.0908	0.0908
1933-07-01	-0.2940	0.0771	0.0771
1933-08-01	-0.1540	0.0988	0.0988
1933-09-01	-0.3282	0.0781	0.0781
1933-10-01	-0.2487	0.0661	0.0661
1933-11-01	-0.4061	0.0546	0.0546
1933-12-01	-0.5148	0.0533	0.0533
1934-01-01	-0.3303	0.0528	0.0528
1934-02-01	-0.1481	0.0489	0.0489
1934-03-01	-0.4294	0.0529	0.0529
1934-04-01	-0.3849	0.0652	0.0652
1934-05-01	-0.1496	0.0791	0.0791
1934-06-01	-0.0905	0.0939	0.0939
1934-07-01	-0.1800	0.0779	0.0779
1934-08-01	-0.1165	0.1044	0.1044
1934-09-01	-0.1392	0.0759	0.0759
1934-10-01	-0.0832	0.0691	0.0691
1934-11-01	0.0356	0.0532	0.0532
1934-12-01	-0.1086	0.0534	0.0534
1935-01-01	-0.3574	0.0569	0.0569
1935-02-01	0.0407	0.0501	0.0501
1935-03-01	-0.2329	0.0495	0.0495
1935-04-01	-0.3315	0.0674	0.0674
1935-05-01	-0.3295	0.0844	0.0844
1935-06-01	-0.2178	0.0886	0.0886
1935-07-01	-0.1501	0.0780	0.0780
1935-08-01	-0.1496	0.0971	0.0971
1935-09-01	-0.1936	0.0748	0.0748
1935-10-01	-0.0537	0.0625	0.0625
1935-11-01	-0.3264	0.0516	0.0516
1935-12-01	-0.2525	0.0497	0.0497
1936-01-01	-0.3934	0.0535	0.0535
1936-02-01	-0.3393	0.0503	0.0503
1936-03-01	-0.3344	0.0531	0.0531
1936-04-01	-0.1963	0.0640	0.0640
1936-05-01	-0.1785	0.0814	0.0814
1936-06-01	-0.1498	0.0836	0.0836
1936-07-01	-0.0791	0.0769	0.0769
1936-08-01	-0.0707	0.0994	0.0994
1936-09-01	-0.1088	0.0759	0.0759
1936-10-01	-0.0399	0.0666	0.0666
1936-11-01	-0.0632	0.0545	0.0545
1936-12-01	-0.0983	0.0557	0.0557
1937-01-01	-0.1245	0.0543	0.0543
1937-02-01	0.0721	0.0507	0.0507
1937-03-01	-0.2616	0.0513	0.0513
1937-04-01	-0.1182	0.0638	0.0638
1937-05-01	-0.0896	0.0803	0.0803
1937-06-01	-0.0065	0.0859	0.0859
1937-07-01	0.0245	0.0731	0.0731
1937-08-01	0.0410	0.0958	0.0958
1937-09-01	0.1475	0.0748	0.0748
1937-10-01	0.1312	0.0666	0.0666
1937-11-01	0.0656	0.0528	0.0528
1937-12-01	-0.0741	0.0561	0.0561
1938-01-01	0.0450	0.0524	0.0524
1938-02-01	-0.0142	0.0480	0.0480
1938-03-01	-0.0253	0.0499	0.0499
1938-04-01	0.0337	0.0674	0.0674
1938-05-01	-0.1035	0.0851	0.0851
1938-06-01	-0.0920	0.0858	0.0858
1938-07-01	-0.0445	0.0767	0.0767
1938-08-01	0.0017	0.0980	0.0980
1938-09-01	0.0246	0.0764	0.0764
1938-10-01	0.1658	0.0681	0.0681
1938-11-01	0.0524	0.0535	0.0535
1938-12-01	-0.1983	0.0561	0.0561
1939-01-01	-0.1147	0.0496	0.0496
1939-02-01	-0.1207	0.0432	0.0432
1939-03-01	-0.2948	0.0471	0.0471
1939-04-01	-0.1165	0.0622	0.0622
1939-05-01	-0.0399	0.0768	0.0768
1939-06-01	0.0155	0.0835	0.0835
1939-07-01	-0.0361	0.0794	0.0794
1939-08-01	-0.0362	0.1050	0.1050
1939-09-01	-0.0153	0.0881	0.0881
1939-10-01	-0.1009	0.0824	0.0824
1939-11-01	0.0207	0.0645	0.0645
1939-12-01	0.3372	0.0644	0.0644
1940-01-01	-0.0468	0.0624	0.0624
1940-02-01	0.0802	0.0594	0.0594
1940-03-01	-0.0430	0.0632	0.0632
1940-04-01	0.1428	0.0915	0.0915
1940-05-01	0.0354	0.0971	0.0971
1940-06-01	0.0434	0.0959	0.0959
1940-07-01	0.1479	0.0883	0.0883
1940-08-01	0.1017	0.1092	0.1092
1940-09-01	0.1286	0.0840	0.0840
1940-10-01	0.0977	0.0776	0.0776
1940-11-01	-0.0021	0.0644	0.0644
1940-12-01	0.2000	0.0654	0.0654
1941-01-01	-0.0436	0.1087	0.1087
1941-02-01	0.1119	0.1064	0.1064
1941-03-01	-0.1231	0.1084	0.1084
1941-04-01	0.0330	0.1204	0.1204
1941-05-01	0.0580	0.1304	0.1304
1941-06-01	0.0549	0.1277	0.1277
1941-07-01	0.1563	0.1218	0.1218
1941-08-01	0.0360	0.1378	0.1378
1941-09-01	-0.1468	0.1187	0.1187
1941-10-01	0.2104	0.1134	0.1134
1941-11-01	-0.0126	0.1092	0.1092
1941-12-01	0.0776	0.1019	0.1019
1942-01-01	0.2497	0.1086	0.1086
1942-02-01	0.0155	0.1067	0.1067
1942-03-01	-0.0453	0.1080	0.1080
1942-04-01	-0.0090	0.1211	0.1211
1942-05-01	0.1224	0.1333	0.1333
1942-06-01	0.0273	0.1297	0.1297
1942-07-01	-0.0625	0.1230	0.1230
1942-08-01	-0.0611	0.1401	0.1401
1942-09-01	-0.0143	0.1266	0.1266
1942-10-01	-0.0926	0.1145	0.1145
1942-11-01	-0.0558	0.1076	0.1076
1942-12-01	-0.0805	0.1123	0.1123
1943-01-01	-0.1910	0.1057	0.1057
1943-02-01	-0.0270	0.1101	0.1101
1943-03-01	-0.1638	0.1088	0.1088
1943-04-01	0.0224	0.1196	0.1196
1943-05-01	0.0329	0.1313	0.1313
1943-06-01	-0.0780	0.1275	0.1275
1943-07-01	0.0208	0.1174	0.1174
1943-08-01	0.0309	0.1412	0.1412
1943-09-01	-0.0146	0.1184	0.1184
1943-10-01	0.2303	0.1137	0.1137
1943-11-01	0.1036	0.1061	0.1061
1943-12-01	0.1098	0.1070	0.1070
1944-01-01	0.3245	0.1070	0.1070
1944-02-01	0.1244	0.1048	0.1048
1944-03-01	0.1158	0.1084	0.1084
1944-04-01	0.0440	0.1165	0.1165
1944-05-01	0.1184	0.1303	0.1303
1944-06-01	0.1056	0.1335	0.1335
1944-07-01	0.1480	0.1209	0.1209
1944-08-01	0.2068	0.1451	0.1451
1944-09-01	0.1647	0.1193	0.1193
1944-10-01	0.2101	0.1096	0.1096
1944-11-01	0.0901	0.1074	0.1074
1944-12-01	0.0831	0.0981	0.0981
1945-01-01	0.0930	0.1057	0.1057
1945-02-01	0.0452	0.1058	0.1058
1945-03-01	0.0349	0.1093	0.1093
1945-04-01	0.2092	0.1163	0.1163
1945-05-01	-0.0613	0.1327	0.1327
1945-06-01	-0.0401	0.1309	0.1309
1945-07-01	0.0026	0.1229	0.1229
1945-08-01	0.2379	0.1469	0.1469
1945-09-01	0.1041	0.1152	0.1152
1945-10-01	0.0934	0.1161	0.1161
1945-11-01	-0.0029	0.1121	0.1121
1945-12-01	-0.2013	0.0988	0.0988
1946-01-01	0.0406	0.0879	0.0879
1946-02-01	-0.1237	0.0862	0.0862
1946-03-01	-0.1308	0.0842	0.0842
1946-04-01	-0.0054	0.0897	0.0897
1946-05-01	-0.0837	0.0981	0.0981
1946-06-01	-0.2698	0.1015	0.1015
1946-07-01	-0.1126	0.0965	0.0965
1946-08-01	-0.1574	0.1173	0.1173
1946-09-01	-0.0978	0.0928	0.0928
1946-10-01	-0.0711	0.0833	0.0833
1946-11-01	-0.1144	0.0748	0.0748
1946-12-01	-0.3468	0.0697	0.0697
1947-01-01	-0.1567	0.0676	0.0676
1947-02-01	-0.1459	0.0671	0.0671
1947-03-01	-0.0797	0.0717	0.0717
1947-04-01	-0.0621	0.0835	0.0835
1947-05-01	-0.0768	0.1006	0.1006
1947-06-01	-0.0936	0.1078	0.1078
1947-07-01	-0.0710	0.0952	0.0952
1947-08-01	-0.1190	0.1148	0.1148
1947-09-01	-0.1670	0.0959	0.0959
1947-10-01	0.0318	0.0881	0.0881
1947-11-01	0.0243	0.0751	0.0751
1947-12-01	-0.2362	0.0722	0.0722
1948-01-01	-0.0227	0.0666	0.0666
1948-02-01	-0.2402	0.0670	0.0670
1948-03-01	-0.2909	0.0688	0.0688
1948-04-01	-0.1197	0.0832	0.0832
1948-05-01	0.0516	0.0990	0.0990
1948-06-01	-0.0143	0.0960	0.0960
1948-07-01	-0.1350	0.0930	0.0930
1948-08-01	-0.0493	0.1083	0.1083
1948-09-01	-0.1398	0.0870	0.0870
1948-10-01	-0.0609	0.0780	0.0780
1948-11-01	-0.1787	0.0730	0.0730
1948-12-01	-0.3503	0.0695	0.0695
1949-01-01	-0.0285	0.0615	0.0615
1949-02-01	-0.2479	0.0592	0.0592
1949-03-01	-0.1205	0.0603	0.0603
1949-04-01	-0.1566	0.0733	0.0733
1949-05-01	-0.1187	0.0936	0.0936
1949-06-01	-0.2428	0.0923	0.0923
1949-07-01	-0.1906	0.0854	0.0854
1949-08-01	-0.0861	0.1077	0.1077
1949-09-01	-0.1369	0.0834	0.0834
1949-10-01	-0.1005	0.0719	0.0719
1949-11-01	-0.1944	0.0613	0.0613
1949-12-01	-0.2229	0.0597	0.0597
1950-01-01	-0.3121	0.0558	0.0558
1950-02-01	-0.3817	0.0581	0.0581
1950-03-01	-0.2301	0.0557	0.0557
1950-04-01	-0.2536	0.0752	0.0752
1950-05-01	-0.1560	0.0850	0.0850
1950-06-01	-0.1163	0.0936	0.0936
1950-07-01	-0.1214	0.0796	0.0796
1950-08-01	-0.1675	0.1027	0.1027
1950-09-01	-0.2576	0.0774	0.0774
1950-10-01	-0.2143	0.0689	0.0689
1950-11-01	-0.3954	0.0536	0.0536
1950-12-01	-0.2699	0.0575	0.0575
1951-01-01	-0.3730	0.0525	0.0525
1951-02-01	-0.5211	0.0473	0.0473
1951-03-01	-0.2758	0.0506	0.0506
1951-04-01	-0.1205	0.0662	0.0662
1951-05-01	0.0196	0.0916	0.0916
1951-06-01	0.0497	0.0862	0.0862
1951-07-01	0.0268	0.0796	0.0796
